sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
富貴角,新北市,42,,良好,0,0.15,45.8,45.5,22,6,1.6,1.5,0,10.1,45,"2024-11-21 17:00",,0.1,4.7,26,0,121.53656894,25.29681695,84
麥寮,雲林縣,47,,良好,2.5,0.23,33.4,41.8,38,11,10.3,11.6,1.3,6.2,2,"2024-11-21 17:00",,0.1,11.1,47,2,120.251825,23.753506,83
關山,臺東縣,35,,良好,1,0.15,38.8,38.1,15,3,3.2,3.8,0.6,3.3,27,"2024-11-21 17:00",,0.1,1.9,18,0,121.161933,23.045083,80
馬公,澎湖縣,37,,良好,1.8,0.2,39.2,40.6,16,6,4.1,5.3,1.1,8.2,32,"2024-11-21 17:00",,0.1,4.8,15,1,119.566158,23.569031,78
金門,金門縣,24,,良好,1.2,0.24,37.6,26.6,14,6,9.3,9.7,0.4,2,55,"2024-11-21 17:00",,0.2,6.6,11,1,118.312256,24.432133,77
馬祖,連江縣,47,,良好,0.8,0.24,33.5,31.8,19,14,6.6,7.3,0.7,2.2,345,"2024-11-21 17:00",,0.2,14.4,21,0,119.952724,26.153736,75
埔里,南投縣,48,,良好,1.3,0.28,41.1,34.0,20,20,5.7,7.1,1.3,1.3,292,"2024-11-21 17:00",,0.2,14.8,19,1,120.967903,23.968842,72
復興,高雄市,102,細懸浮微粒,對敏感族群不健康,0.7,0.41,46.8,49.8,85,29,17.7,19.1,1.3,1.5,258,"2024-11-21 17:00",,0.5,35.9,60,1,120.312017,22.608711,71
永和,新北市,25,,良好,1.1,0.35,29.3,28.0,10,5,13.2,16.4,3.2,1.2,96,"2024-11-21 17:00",,0.3,2.7,6,0,121.516306,25.017,70
竹山,南投縣,42,,良好,1,0.22,29.7,36.2,26,7,14,14.8,0.7,1.1,27,"2024-11-21 17:00",,0.2,13,24,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,1.4,0.54,14.9,15.6,12,9,27.2,49,21.8,1.1,26,"2024-11-21 17:00",,0.4,7.9,13,0,121.221667,24.953278,68
三重,新北市,55,二氧化氮,普通,0.6,1.13,6.5,7.6,14,7,37.4,95.5,58,-,-,"2024-11-21 17:00",,0.9,5.2,10,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,1.1,0.21,31.2,33.6,7,4,12.5,15.7,3.2,1,24,"2024-11-21 17:00",,0.1,1.6,3,0,121.792928,24.632203,66
宜蘭,宜蘭縣,32,,良好,0.4,0.26,33.2,35.3,5,2,7.3,8.6,1.3,1.4,68,"2024-11-21 17:00",,0.2,2.2,3,0,121.746394,24.747917,65
陽明,臺北市,39,,良好,0.7,0.19,41.7,42.1,4,0,1.3,1.7,0.3,1.3,340,"2024-11-21 17:00",,0.1,0.1,3,0,121.529583,25.182722,64
花蓮,花蓮縣,36,,良好,1.7,0.22,38.4,39.6,,10,4.3,4.9,0.6,3.8,72,"2024-11-21 17:00",,0.2,3.2,14,1,121.599769,23.971306,63
臺東,臺東縣,38,,良好,1.4,0.18,41.4,41.2,22,4,4.1,5.3,1.1,2.7,351,"2024-11-21 17:00",,0.1,3.8,23,1,121.15045,22.755358,62
恆春,屏東縣,40,,良好,,,43.6,43.7,10,5,,,,8.6,33,"2024-11-21 17:00",,0.1,4.2,9,0,120.788928,21.958069,61
潮州,屏東縣,154,臭氧八小時,對所有族群不健康,,0.52,76,87.6,53,42,12,12.6,0.5,1.8,152,"2024-11-21 17:00",,0.5,56.5,74,1,120.561175,22.523108,60
屏東,屏東縣,71,細懸浮微粒,普通,1,0.33,58.7,52.9,46,24,9.4,10.6,1.2,2,323,"2024-11-21 17:00",,0.3,23.5,46,0,120.488033,22.673081,59
小港,高雄市,87,細懸浮微粒,普通,1.3,0.37,50.6,47.7,70,22,18.9,20.1,1.2,2.5,341,"2024-11-21 17:00",,0.5,30.2,58,2,120.337736,22.565833,58
前鎮,高雄市,96,細懸浮微粒,普通,,,45.4,49.7,100,28,,,,3.7,26,"2024-11-21 17:00",,0.4,33.6,67,1,120.30833356,22.6044507,57
前金,高雄市,81,懸浮微粒,普通,2,0.31,,,89,24,16.8,18.9,2.1,3.7,353,"2024-11-21 17:00",,0.4,27.4,81,1,120.28676111,22.63390278,56
左營,高雄市,81,細懸浮微粒,普通,1.5,0.34,51.3,51.8,85,25,13.9,15.1,1.2,3.5,358,"2024-11-21 17:00",,0.3,27.5,61,1,120.292917,22.674861,54
楠梓,高雄市,80,細懸浮微粒,普通,1.7,0.29,52.8,49.4,76,24,13.6,14.4,0.8,2.8,38,"2024-11-21 17:00",,0.3,27.2,53,1,120.328289,22.733667,53
林園,高雄市,106,細懸浮微粒,對敏感族群不健康,2,0.35,58,59.4,68,34,18,18.4,0.4,3.3,319,"2024-11-21 17:00",,0.5,37.5,66,3,120.41175,22.4795,52
大寮,高雄市,110,細懸浮微粒,對敏感族群不健康,1.5,0.31,56.4,59.9,38,37,16.6,17.3,0.6,3.3,351,"2024-11-21 17:00",,0.4,38.8,43,2,120.425311,22.56413611,51
鳳山,高雄市,99,細懸浮微粒,普通,1.6,0.63,50.6,50.8,57,31,19.6,22.1,2.5,1.3,225,"2024-11-21 17:00",,0.6,35,58,2,120.357422,22.628126,50
仁武,高雄市,90,細懸浮微粒,普通,1.1,0.3,51.4,50.4,68,25,16.3,17.5,1.2,4.2,340,"2024-11-21 17:00",,0.4,31.5,50,1,120.332631,22.689056,49
橋頭,高雄市,79,細懸浮微粒,普通,1.6,0.28,47.1,47.2,82,20,15.4,16,0.6,3,10,"2024-11-21 17:00",,0.3,26.9,54,1,120.305689,22.757506,48
美濃,高雄市,55,細懸浮微粒,普通,1.4,0.29,56.2,44.7,43,21,7.1,7.9,0.8,1.4,326,"2024-11-21 17:00",,0.2,17,38,1,120.530542,22.883583,47
臺南,臺南市,58,懸浮微粒,普通,1.3,0.26,42.2,44.0,95,12,10.6,11.7,1.1,3.1,10,"2024-11-21 17:00",,0.2,15.7,58,1,120.21947897,22.98928311,46
安南,臺南市,67,懸浮微粒,普通,1.4,0.25,41.3,43.4,108,22,8,8.8,0.8,2.7,336,"2024-11-21 17:00",,0.2,17,67,1,120.2175,23.048197,45
善化,臺南市,72,懸浮微粒,普通,2,0.22,39.3,41.6,166,19,9.8,10.8,1,3.7,8,"2024-11-21 17:00",,0.2,18.5,72,1,120.29740529,23.11337642,44
新營,臺南市,85,懸浮微粒,普通,,,31.7,37.9,191,20,,,,3.1,25,"2024-11-21 17:00",,0.2,17.8,85,1,120.31725,23.305633,43
嘉義,嘉義市,51,細懸浮微粒,普通,1.8,0.24,35.7,37.6,51,15,11.5,13,1.5,3.5,9,"2024-11-21 17:00",,0.2,15.7,41,3,120.44125148,23.46477865,42
臺西,雲林縣,40,,良好,1.1,0.18,38.7,43.2,33,9,5.1,5.4,0.3,8.5,22,"2024-11-21 17:00",,0.1,6.3,29,0,120.19933333,23.702175,41
朴子,嘉義縣,89,懸浮微粒,普通,2.6,0.26,33.5,39.7,170,15,9.8,11.7,1.8,2.5,349,"2024-11-21 17:00",,0.2,9.6,89,1,120.2478,23.46538,40
新港,嘉義縣,107,懸浮微粒,對敏感族群不健康,1.7,0.19,35.7,41.5,75,13,8.6,9.4,0.7,3.8,12,"2024-11-21 17:00",,0.2,15.8,121,1,120.345531,23.554839,39
崙背,雲林縣,124,懸浮微粒,對敏感族群不健康,0.5,0.22,33.4,35.7,164,18,7.5,8.2,0.7,2,353,"2024-11-21 17:00",,0.2,18.7,173,0,120.348742,23.757547,38
斗六,雲林縣,38,,良好,1.5,0.22,32.9,40.2,35,10,10.5,12.4,1.9,2.4,356,"2024-11-21 17:00",,0.2,11.6,32,1,120.544994,23.711853,37
南投,南投縣,31,,良好,1.8,0.29,23,33.5,25,6,15.4,18,2.5,1.5,336,"2024-11-21 17:00",,0.2,7.6,22,1,120.685306,23.913,36
二林,彰化縣,23,,良好,1.3,0.2,13.5,,19,6,6.9,8,1,4.8,22,"2024-11-21 17:00",,0.2,6.4,23,1,120.409653,23.925175,35
線西,彰化縣,33,,良好,1.2,0.19,32.7,36.2,11,3,10.4,12.5,2.1,5.6,26,"2024-11-21 17:00",,0.2,5.4,19,1,120.469061,24.131672,34
彰化,彰化縣,27,,良好,0.7,0.27,27,29.1,13,6,12.8,15.9,3.1,2.4,17,"2024-11-21 17:00",,0.2,6.4,15,0,120.541519,24.066,33
西屯,臺中市,29,,良好,1.3,0.2,27.9,31.8,21,3,9.9,11.8,1.8,3.4,3,"2024-11-21 17:00",,0.1,5.2,17,1,120.616917,24.162197,32
忠明,臺中市,26,,良好,1.4,0.25,25.5,28.0,14,4,11.7,14.7,3,1.6,351,"2024-11-21 17:00",,0.2,5,12,1,120.641092,24.151958,31
大里,臺中市,26,,良好,1,0.29,24.2,28.2,14,4,10.5,12.6,2.1,2,4,"2024-11-21 17:00",,0.2,5.7,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,1.1,0.19,33.5,33.9,11,3,6.8,8.2,1.4,4.4,279,"2024-11-21 17:00",,0.1,5.1,12,1,120.568794,24.225628,29
豐原,臺中市,6,,良好,,,31.6,,5,0,,,,2.9,26,"2024-11-21 17:00",,0.2,1.2,6,1,120.74252414,24.25699731,28
三義,苗栗縣,26,,良好,0.8,0.17,32,28.9,3,2,4.3,5.2,0.8,5.7,15,"2024-11-21 17:00",,0.1,3.5,3,0,120.75956754,24.38248443,27
苗栗,苗栗縣,28,,良好,1.3,0.22,29.5,31.0,8,6,9.6,11.4,1.8,3.9,13,"2024-11-21 17:00",,0.1,4.7,6,1,120.82011468,24.56499183,26
頭份,苗栗縣,30,,良好,1.2,0.22,28.8,32.4,8,5,11.6,13.5,1.8,2.6,33,"2024-11-21 17:00",,0.1,4.5,9,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1.1,0.22,31.5,33.1,5,1,10.2,11.4,1.2,3.7,45,"2024-11-21 17:00",,0.2,1.2,6,1,120.97236752,24.8056356,24
竹東,新竹縣,34,,良好,0.6,0.15,37.9,37.3,1,3,4,4.7,0.7,6.1,38,"2024-11-21 17:00",,0.1,2.5,2,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,1.1,0.19,33.8,34.4,8,3,7.5,8.9,1.3,6.8,51,"2024-11-21 17:00",,0.1,2.7,6,1,121.03886894,24.90009696,22
龍潭,桃園市,28,,良好,0.7,0.21,32.2,30.9,7,3,9.5,10.9,1.3,6.6,67,"2024-11-21 17:00",,0.2,2.7,5,0,121.21645772,24.86400048,21
平鎮,桃園市,28,,良好,0.8,0.3,25.2,24.6,5,6,17.1,19,1.8,3.4,73,"2024-11-21 17:00",,0.2,4.9,7,0,121.203986,24.952786,20
觀音,桃園市,32,,良好,0.5,0.15,36.2,36.0,13,3,6.5,7.3,0.8,6.2,83,"2024-11-21 17:00",,0.1,4,13,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,1.5,0.2,34,31.2,17,3,11.1,12.9,1.8,5.3,62,"2024-11-21 17:00",,0.1,4.9,10,1,121.20251473,25.06100357,18
桃園,桃園市,25,,良好,0.8,0.36,24,26.0,7,4,15.7,17.4,1.7,2.2,52,"2024-11-21 17:00",,0.3,3.8,7,0,121.30500531,24.9947107,17
大同,臺北市,53,二氧化氮,普通,,0.94,6.7,,9,9,34.2,68.8,34.6,-,-,"2024-11-21 17:00",,0.8,7.5,13,0,121.51342074,25.06331455,16
松山,臺北市,35,,良好,0.6,0.25,21.6,23.4,14,5,21.4,25.2,3.8,1.9,19,"2024-11-21 17:00",,0.2,4.5,10,0,121.578611,25.05,15
古亭,臺北市,28,,良好,0.3,0.27,25.1,26.7,7,6,17.8,21.3,3.4,1,59,"2024-11-21 17:00",,0.2,4,6,,121.529556,25.020608,14
萬華,臺北市,32,,良好,0.7,0.3,23.3,23.9,8,4,19.9,22.1,2.2,2.8,93,"2024-11-21 17:00",,0.2,3.8,6,0,121.507972,25.046503,13
中山,臺北市,35,,良好,0.8,0.39,21.4,22.4,8,4,21,25.1,4.1,2.1,75,"2024-11-21 17:00",,0.3,3.7,8,0,121.526528,25.062361,12
士林,臺北市,28,,良好,0.3,0.25,28.9,30.3,6,7,14.2,15.3,1.1,1.5,54,"2024-11-21 17:00",,0.2,2.7,5,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,1.1,0.21,37.2,36.6,7,2,4.1,5,0.9,3.4,20,"2024-11-21 17:00",,0.1,2.9,5,0,121.449239,25.1645,10
林口,新北市,25,,良好,0.4,0.22,28.2,27.9,6,3,14,18.3,4.3,3.5,51,"2024-11-21 17:00",,0.2,2.2,4,0,121.36548982,25.07798949,9
菜寮,新北市,30,,良好,0.3,0.4,26.5,25.6,3,3,18.4,20.2,1.7,2,104,"2024-11-21 17:00",,0.3,3.7,3,0,121.481028,25.06895,8
新莊,新北市,30,,良好,0.6,0.31,23.1,24.6,16,8,18.6,19.9,1.3,3.3,93,"2024-11-21 17:00",,0.2,5.6,14,0,121.4325,25.037972,7
板橋,新北市,32,,良好,0.3,0.35,25.9,27.0,5,2,19.9,21.9,2,1.7,99,"2024-11-21 17:00",,0.3,1.9,4,0,121.458667,25.012972,6
土城,新北市,29,,良好,1,0.28,32.8,31.8,9,1,11.8,12.5,0.6,1.1,149,"2024-11-21 17:00",,0.2,1.6,9,1,121.451861,24.982528,5
新店,新北市,27,,良好,0.6,0.26,29.9,28.6,7,9,12.5,13.6,1.1,1.1,11,"2024-11-21 17:00",,0.2,8.2,6,0,121.537778,24.977222,4
萬里,新北市,41,,良好,0.6,0.19,44.6,44.8,24,3,3.1,3.8,0.7,5.8,51,"2024-11-21 17:00",,0.1,5,23,0,121.689881,25.179667,3
汐止,新北市,30,,良好,1.3,0.19,32.8,32.0,7,6,12.1,13.9,1.7,2.8,43,"2024-11-21 17:00",,0.1,5,3,0,121.64081,25.06624,2
基隆,基隆市,37,,良好,0.6,0.2,41.7,40.6,6,4,3.6,4.4,0.8,1.7,85,"2024-11-21 17:00",,0.1,1.4,4,0,121.760056,25.129167,1
屏東(枋山),屏東縣,87,臭氧八小時,普通,1.5,0.34,79.8,66.8,66,38,10.8,11.1,0.3,1.9,95,"2024-11-21 17:00",,0.3,28.3,55,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,35,,良好,0,0.18,36.4,38.1,9,4,6.9,8.7,1.8,1.4,51,"2024-11-21 17:00",,0.1,1.5,5,0,121.82463916,24.85366672,312
新北(樹林),新北市,33,,良好,0.5,0.31,22.3,21.8,7,3,20.8,27.8,7,0,155,"2024-11-21 17:00",,0.2,2.8,7,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,86,細懸浮微粒,普通,0.7,0.23,56.8,52.8,61,19,6.6,7.1,0.4,3.7,319,"2024-11-21 17:00",,0.4,29.8,62,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,83,懸浮微粒,普通,1.1,0.27,35.9,37.1,167,19,10.6,12.2,1.6,2.9,1,"2024-11-21 17:00",,0.2,14.2,83,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,56,細懸浮微粒,普通,1.5,0.25,40.6,41.9,77,14,11.2,12.5,1.3,1.5,10,"2024-11-21 17:00",,0.2,17.5,51,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,30,,良好,1.4,0.29,26.8,32.0,21,1,11.6,13.8,2.1,1.3,341,"2024-11-21 17:00",,0.2,3.7,18,1,120.56373,23.96117,201
大城,彰化縣,42,,良好,1.4,0.15,39.2,45.8,18,11,3.6,6.4,2.8,8.2,46,"2024-11-21 17:00",,0.1,7.3,17,0,120.26964167,23.85493056,85
富貴角,新北市,42,,良好,0,0.15,45.8,45.5,22,6,1.6,1.5,0,10.1,45,"2024-11-21 17:00",,0.1,4.7,26,0,121.53656894,25.29681695,84
麥寮,雲林縣,47,,良好,2.5,0.23,33.4,41.8,38,11,10.3,11.6,1.3,6.2,2,"2024-11-21 17:00",,0.1,11.1,47,2,120.251825,23.753506,83
關山,臺東縣,35,,良好,1,0.15,38.8,38.1,15,3,3.2,3.8,0.6,3.3,27,"2024-11-21 17:00",,0.1,1.9,18,0,121.161933,23.045083,80
馬公,澎湖縣,37,,良好,1.8,0.2,39.2,40.6,16,6,4.1,5.3,1.1,8.2,32,"2024-11-21 17:00",,0.1,4.8,15,1,119.566158,23.569031,78
金門,金門縣,24,,良好,1.2,0.24,37.6,26.6,14,6,9.3,9.7,0.4,2,55,"2024-11-21 17:00",,0.2,6.6,11,1,118.312256,24.432133,77
馬祖,連江縣,47,,良好,0.8,0.24,33.5,31.8,19,14,6.6,7.3,0.7,2.2,345,"2024-11-21 17:00",,0.2,14.4,21,0,119.952724,26.153736,75
埔里,南投縣,48,,良好,1.3,0.28,41.1,34.0,20,20,5.7,7.1,1.3,1.3,292,"2024-11-21 17:00",,0.2,14.8,19,1,120.967903,23.968842,72
復興,高雄市,102,細懸浮微粒,對敏感族群不健康,0.7,0.41,46.8,49.8,85,29,17.7,19.1,1.3,1.5,258,"2024-11-21 17:00",,0.5,35.9,60,1,120.312017,22.608711,71
永和,新北市,25,,良好,1.1,0.35,29.3,28.0,10,5,13.2,16.4,3.2,1.2,96,"2024-11-21 17:00",,0.3,2.7,6,0,121.516306,25.017,70
竹山,南投縣,42,,良好,1,0.22,29.7,36.2,26,7,14,14.8,0.7,1.1,27,"2024-11-21 17:00",,0.2,13,24,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,1.4,0.54,14.9,15.6,12,9,27.2,49,21.8,1.1,26,"2024-11-21 17:00",,0.4,7.9,13,0,121.221667,24.953278,68
三重,新北市,55,二氧化氮,普通,0.6,1.13,6.5,7.6,14,7,37.4,95.5,58,-,-,"2024-11-21 17:00",,0.9,5.2,10,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,1.1,0.21,31.2,33.6,7,4,12.5,15.7,3.2,1,24,"2024-11-21 17:00",,0.1,1.6,3,0,121.792928,24.632203,66
宜蘭,宜蘭縣,32,,良好,0.4,0.26,33.2,35.3,5,2,7.3,8.6,1.3,1.4,68,"2024-11-21 17:00",,0.2,2.2,3,0,121.746394,24.747917,65
陽明,臺北市,39,,良好,0.7,0.19,41.7,42.1,4,0,1.3,1.7,0.3,,,"2024-11-21 17:00",,0.1,0.1,3,0,121.529583,25.182722,64
花蓮,花蓮縣,36,,良好,1.7,0.22,38.4,39.6,,10,4.3,4.9,0.6,3.8,72,"2024-11-21 17:00",,0.2,3.2,14,1,121.599769,23.971306,63
臺東,臺東縣,38,,良好,1.4,0.18,41.4,41.2,22,4,4.1,5.3,1.1,2.7,351,"2024-11-21 17:00",,0.1,3.8,23,1,121.15045,22.755358,62
恆春,屏東縣,40,,良好,,,43.6,43.7,10,5,,,,8.6,33,"2024-11-21 17:00",,0.1,4.2,9,0,120.788928,21.958069,61
潮州,屏東縣,154,臭氧八小時,對所有族群不健康,,0.52,76,87.6,53,42,12,12.6,0.5,1.8,152,"2024-11-21 17:00",,0.5,56.5,74,1,120.561175,22.523108,60
屏東,屏東縣,71,細懸浮微粒,普通,1,0.33,58.7,52.9,46,24,9.4,10.6,1.2,2,323,"2024-11-21 17:00",,0.3,23.5,46,0,120.488033,22.673081,59
小港,高雄市,87,細懸浮微粒,普通,1.3,0.37,50.6,47.7,70,22,18.9,20.1,1.2,2.5,341,"2024-11-21 17:00",,0.5,30.2,58,2,120.337736,22.565833,58
前鎮,高雄市,96,細懸浮微粒,普通,,,45.4,49.7,100,28,,,,3.7,26,"2024-11-21 17:00",,0.4,33.6,67,1,120.30833356,22.6044507,57
前金,高雄市,81,懸浮微粒,普通,2,0.31,,,89,24,16.8,18.9,2.1,3.7,353,"2024-11-21 17:00",,0.4,27.4,81,1,120.28676111,22.63390278,56
左營,高雄市,81,細懸浮微粒,普通,1.5,0.34,51.3,51.8,85,25,13.9,15.1,1.2,3.5,358,"2024-11-21 17:00",,0.3,27.5,61,1,120.292917,22.674861,54
楠梓,高雄市,80,細懸浮微粒,普通,1.7,0.29,52.8,49.4,76,24,13.6,14.4,0.8,2.8,38,"2024-11-21 17:00",,0.3,27.2,53,1,120.328289,22.733667,53
林園,高雄市,106,細懸浮微粒,對敏感族群不健康,2,0.35,58,59.4,68,34,18,18.4,0.4,3.3,319,"2024-11-21 17:00",,0.5,37.5,66,3,120.41175,22.4795,52
大寮,高雄市,110,細懸浮微粒,對敏感族群不健康,1.5,0.31,56.4,59.9,38,37,16.6,17.3,0.6,3.3,351,"2024-11-21 17:00",,0.4,38.8,43,2,120.425311,22.56413611,51
鳳山,高雄市,99,細懸浮微粒,普通,1.6,0.63,50.6,50.8,57,31,19.6,22.1,2.5,1.3,225,"2024-11-21 17:00",,0.6,35,58,2,120.357422,22.628126,50
仁武,高雄市,90,細懸浮微粒,普通,1.1,0.3,51.4,50.4,68,25,16.3,17.5,1.2,4.2,340,"2024-11-21 17:00",,0.4,31.5,50,1,120.332631,22.689056,49
橋頭,高雄市,79,細懸浮微粒,普通,1.6,0.28,47.1,47.2,82,20,15.4,16,0.6,3,10,"2024-11-21 17:00",,0.3,26.9,54,1,120.305689,22.757506,48
美濃,高雄市,55,細懸浮微粒,普通,1.4,0.29,56.2,44.7,43,21,7.1,7.9,0.8,1.4,326,"2024-11-21 17:00",,0.2,17,38,1,120.530542,22.883583,47
臺南,臺南市,58,懸浮微粒,普通,1.3,0.26,42.2,44.0,95,12,10.6,11.7,1.1,3.1,10,"2024-11-21 17:00",,0.2,15.7,58,1,120.21947897,22.98928311,46
安南,臺南市,67,懸浮微粒,普通,1.4,0.25,41.3,43.4,108,22,8,8.8,0.8,2.7,336,"2024-11-21 17:00",,0.2,17,67,1,120.2175,23.048197,45
善化,臺南市,72,懸浮微粒,普通,2,0.22,39.3,41.6,166,19,9.8,10.8,1,3.7,8,"2024-11-21 17:00",,0.2,18.5,72,1,120.29740529,23.11337642,44
新營,臺南市,85,懸浮微粒,普通,,,31.7,37.9,191,20,,,,3.1,25,"2024-11-21 17:00",,0.2,17.8,85,1,120.31725,23.305633,43
嘉義,嘉義市,51,細懸浮微粒,普通,1.8,0.24,35.7,37.6,51,15,11.5,13,1.5,3.5,9,"2024-11-21 17:00",,0.2,15.7,41,3,120.44125148,23.46477865,42
臺西,雲林縣,40,,良好,1.1,0.18,38.7,43.2,33,9,5.1,5.4,0.3,8.5,22,"2024-11-21 17:00",,0.1,6.3,29,0,120.19933333,23.702175,41
朴子,嘉義縣,89,懸浮微粒,普通,2.6,0.26,33.5,39.7,170,15,9.8,11.7,1.8,2.5,349,"2024-11-21 17:00",,0.2,9.6,89,1,120.2478,23.46538,40
新港,嘉義縣,107,懸浮微粒,對敏感族群不健康,1.7,0.19,35.7,41.5,75,13,8.6,9.4,0.7,3.8,12,"2024-11-21 17:00",,0.2,15.8,121,1,120.345531,23.554839,39
崙背,雲林縣,124,懸浮微粒,對敏感族群不健康,0.5,0.22,33.4,35.7,164,18,7.5,8.2,0.7,2,353,"2024-11-21 17:00",,0.2,18.7,173,0,120.348742,23.757547,38
斗六,雲林縣,38,,良好,1.5,0.22,32.9,40.2,35,10,10.5,12.4,1.9,2.4,356,"2024-11-21 17:00",,0.2,11.6,32,1,120.544994,23.711853,37
南投,南投縣,31,,良好,1.8,0.29,23,33.5,25,6,15.4,18,2.5,1.5,336,"2024-11-21 17:00",,0.2,7.6,22,1,120.685306,23.913,36
二林,彰化縣,23,,良好,1.3,0.2,13.5,,19,6,6.9,8,1,4.8,22,"2024-11-21 17:00",,0.2,6.4,23,1,120.409653,23.925175,35
線西,彰化縣,33,,良好,1.2,0.19,32.7,36.2,11,3,10.4,12.5,2.1,5.6,26,"2024-11-21 17:00",,0.2,5.4,19,1,120.469061,24.131672,34
彰化,彰化縣,27,,良好,0.7,0.27,27,29.1,13,6,12.8,15.9,3.1,2.4,17,"2024-11-21 17:00",,0.2,6.4,15,0,120.541519,24.066,33
西屯,臺中市,29,,良好,1.3,0.2,27.9,31.8,21,3,9.9,11.8,1.8,3.4,3,"2024-11-21 17:00",,0.1,5.2,17,1,120.616917,24.162197,32
忠明,臺中市,26,,良好,1.4,0.25,25.5,28.0,14,4,11.7,14.7,3,1.6,351,"2024-11-21 17:00",,0.2,5,12,1,120.641092,24.151958,31
大里,臺中市,26,,良好,1,0.29,24.2,28.2,14,4,10.5,12.6,2.1,2,4,"2024-11-21 17:00",,0.2,5.7,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,1.1,0.19,33.5,33.9,11,3,6.8,8.2,1.4,4.4,279,"2024-11-21 17:00",,0.1,5.1,12,1,120.568794,24.225628,29
豐原,臺中市,6,,良好,,,31.6,,5,0,,,,2.9,26,"2024-11-21 17:00",,0.2,1.2,6,1,120.74252414,24.25699731,28
三義,苗栗縣,26,,良好,0.8,0.17,32,28.9,3,2,4.3,5.2,0.8,5.7,15,"2024-11-21 17:00",,0.1,3.5,3,0,120.75956754,24.38248443,27
苗栗,苗栗縣,28,,良好,1.3,0.22,29.5,31.0,8,6,9.6,11.4,1.8,3.9,13,"2024-11-21 17:00",,0.1,4.7,6,1,120.82011468,24.56499183,26
頭份,苗栗縣,30,,良好,1.2,0.22,28.8,32.4,8,5,11.6,13.5,1.8,2.6,33,"2024-11-21 17:00",,0.1,4.5,9,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1.1,0.22,31.5,33.1,5,1,10.2,11.4,1.2,3.7,45,"2024-11-21 17:00",,0.2,1.2,6,1,120.97236752,24.8056356,24
竹東,新竹縣,34,,良好,0.6,0.15,37.9,37.3,1,3,4,4.7,0.7,6.1,38,"2024-11-21 17:00",,0.1,2.5,2,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,1.1,0.19,33.8,34.4,8,3,7.5,8.9,1.3,6.8,51,"2024-11-21 17:00",,0.1,2.7,6,1,121.03886894,24.90009696,22
龍潭,桃園市,28,,良好,0.7,0.21,32.2,30.9,7,3,9.5,10.9,1.3,6.6,67,"2024-11-21 17:00",,0.2,2.7,5,0,121.21645772,24.86400048,21
平鎮,桃園市,28,,良好,0.8,0.3,25.2,24.6,5,6,17.1,19,1.8,3.4,73,"2024-11-21 17:00",,0.2,4.9,7,0,121.203986,24.952786,20
觀音,桃園市,32,,良好,0.5,0.15,36.2,36.0,13,3,6.5,7.3,0.8,6.2,83,"2024-11-21 17:00",,0.1,4,13,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,1.5,0.2,34,31.2,17,3,11.1,12.9,1.8,5.3,62,"2024-11-21 17:00",,0.1,4.9,10,1,121.20251473,25.06100357,18
桃園,桃園市,25,,良好,0.8,0.36,24,26.0,7,4,15.7,17.4,1.7,2.2,52,"2024-11-21 17:00",,0.3,3.8,7,0,121.30500531,24.9947107,17
大同,臺北市,53,二氧化氮,普通,,0.94,6.7,,9,9,34.2,68.8,34.6,-,-,"2024-11-21 17:00",,0.8,7.5,13,0,121.51342074,25.06331455,16
松山,臺北市,35,,良好,0.6,0.25,21.6,23.4,14,5,21.4,25.2,3.8,1.9,19,"2024-11-21 17:00",,0.2,4.5,10,0,121.578611,25.05,15
古亭,臺北市,28,,良好,0.3,0.27,25.1,26.7,7,6,17.8,21.3,3.4,1,59,"2024-11-21 17:00",,0.2,4,6,,121.529556,25.020608,14
萬華,臺北市,32,,良好,0.7,0.3,23.3,23.9,8,4,19.9,22.1,2.2,2.8,93,"2024-11-21 17:00",,0.2,3.8,6,0,121.507972,25.046503,13
中山,臺北市,35,,良好,0.8,0.39,21.4,22.4,8,4,21,25.1,4.1,2.1,75,"2024-11-21 17:00",,0.3,3.7,8,0,121.526528,25.062361,12
